age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id
31, Private,124569, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,e11b5c13-c824-4ac2-95f6-0b5d3330ce5b
20, ?,41183, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,d3042beb-ac35-416a-93d5-b1dc48d4d40b
48, State-gov,78529, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,4af65462-e8f0-4edc-9cfb-06e928cbac4a
40, Private,164678, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States,edc08a9e-1fb7-4619-b7b9-8e94d6ec1064
38, Self-emp-not-inc,176657, Some-college,10, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan,17a064c6-fc92-4965-b4a4-5a6dcf67ce18
33, Private,126414, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, ?,969d0fb6-bc12-45cd-8ca3-31d74e423b77
47, Private,21906, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,23c51a89-ec76-47a2-bfcf-97a7c87d07d6
33, Private,179758, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States,f66d3cee-d229-4f57-a248-2b9e3f5f9797
59, Private,151616, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,96f9d0e9-61b2-4c21-82f5-200569b9e7ec
72, Private,426562, 11th,7, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States,3f7f0024-5e63-4134-9c3c-556e8b24e9d2
38, Self-emp-not-inc,129573, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,d63f3701-0088-419c-9d6f-3330dbf7a20c
36, Private,163278, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,00d97390-6918-4128-8bd1-67ef64af2a74
68, Private,50351, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,6360,0,20, United-States,8480f01b-001c-452f-b212-df5bf7bf7956
40, Local-gov,27444, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,b03247ad-f90a-4af2-bab2-3e105e4ab897
19, Private,145844, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,9bc8d90e-bf6f-4c6d-8030-6b3d4e847897
58, State-gov,198145, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States,e5badb67-b869-42dd-b7a4-2488460bd6b5
61, ?,198542, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,cb60dbdb-9d48-4456-88ef-3ff40b708c9f
32, Private,142675, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,195cc679-7be7-4ff6-a637-7fdecfd61fdd
65, Local-gov,205024, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, United-States,dc1f8ed6-b9a4-4a53-93ef-51c60b89b84c
17, Private,110798, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,2a7c560d-41a0-45e9-9fc0-2b23f88cae26
49, Private,186982, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,552978b9-1f30-40bd-b714-b2006882e2e5
47, Private,344916, Assoc-acdm,12, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,3e8568b3-a1e5-4666-8c1d-c64ac8d5383d
43, ?,152569, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,2339,36, United-States,bb463f91-7682-4bca-a474-d0102839eadb
26, Private,213081, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,74fe5872-f958-4ec4-be91-36a272454920
55, Private,234213, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,cdcdbe37-003d-4309-b6e1-5ea4cdbf6a26
22, Private,305781, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, Canada,e85e5921-e4ac-498c-ad94-9197159375e0
61, Private,98776, 11th,7, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States,2143be87-abaa-4d6f-96ef-4dc922c6d791
43, Private,54611, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,536a63c7-ef73-42bb-b075-5acfb5cb043c
22, Private,288132, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,17e09813-ae4f-48cf-bb10-3dee65bc1447
48, Private,102102, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,76a219d8-dff6-46b6-b89a-e39498bd086f
29, Private,253262, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,a6e80ae4-0525-41da-ba8a-5c36708a78a3
34, Self-emp-not-inc,306982, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, South,350eeabc-b844-4d2d-ad19-f88501bed688
31, Private,400535, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,c9367a12-c4f3-4f40-84ad-3deab670e8e3
42, Private,42703, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,dbec2bda-6e4d-404e-80d4-f36a0133e14e
56, ?,119254, 10th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,b4ed7bca-2c7b-4d2c-9b2f-b1e2c56d5de5
45, Private,20534, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,41, United-States,21cf7a9e-3be3-4112-a589-aa580f87d70d
26, Private,164488, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States,4d4f79fe-5934-4cad-88a4-a80eecba41fe
48, Private,185039, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,b9ac8984-6041-4664-9229-56b7515720de
24, Private,22966, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,5fffa66d-84a7-4e7c-9113-08eab539181b
28, Private,213276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,f6a1d7a3-972c-4ea2-94c1-5e80a5d5dc27
43, Private,475322, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,efb81c78-4f72-463b-ae09-73100f68123e
39, Federal-gov,129573, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,1741,40, United-States,807f2fc9-897b-49d6-8a68-2d96b9859c20
53, Private,22418, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,91e8834c-2b23-4bb3-a416-2268f74c994b
59, Self-emp-inc,187502, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,307ec4c6-5637-4336-8c58-87eb6df16004
18, Local-gov,159032, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,91ed2c4c-3a8f-4960-b422-237f5093a3bb
47, Private,142719, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,c66acbef-3fed-48f4-b92d-e5305af56e16
70, Self-emp-not-inc,143833, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,40, United-States,afe88300-6829-4dd0-a36c-ec8cdb9f362d
31, Federal-gov,108464, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,572fc459-b59b-496f-8518-959308672171
29, Private,253003, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States,5cb53d7c-f48e-4e67-9951-dbab0761abc4
44, Self-emp-not-inc,171424, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,2205,35, United-States,fe97a78e-9c6f-4129-b245-4784e4e551a2
50, Self-emp-not-inc,156606, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States,e199c5a3-2894-4f63-82da-165e0d554a83
46, Private,73434, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,16d1de97-ee2d-4158-97ff-6b5ad26d5680
33, Private,102821, 12th,8, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,709a35a4-da02-4203-81b1-84d4582bc20b
41, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,bcca951f-e097-4262-8d7a-9e961a44e821
31, Private,202822, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,e9435389-f213-4eb1-9466-ba5ae0c02566
54, Private,35576, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2415,50, United-States,3b037622-4bd5-49fc-91bb-8598c6e33b62
40, Private,362482, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,a4e92ea4-e117-48f6-893b-5c56495f4576
54, Private,29909, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States,9ec30bc8-5e9e-4970-a204-1815e6f1720f
41, Private,49654, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States,dbec4afe-8bd2-467f-a269-2608bb4bd5a9
56, Private,204049, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States,b8220159-85d7-40ce-834c-9e760b2a52d6
63, Local-gov,28856, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, United-States,df086fdf-7151-4f50-9cf8-b1d5282f7b89
47, Private,108510, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,c33a3f0a-9bd4-4106-9bb1-3a4917c77711
24, Private,213427, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,3da0b7b4-16ea-4a38-8c22-f17aa75c1fa4
46, Private,117849, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,f819b1e0-4901-429a-a279-034fabb8a1ba
42, Federal-gov,46366, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,256d7638-d79d-434f-9cb2-1b484a4f145c
28, Private,132078, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,e4772a1a-5069-45db-8e3c-f012b2b78a1a
18, Private,205218, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,eb938101-82b1-4577-aa1f-1a4cdc761cd8
39, Private,59313, 12th,8, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,45, ?,6b3b73b4-4961-49e9-8308-e878c8e99251
49, Private,114797, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,181c39f3-55cc-4c00-afee-70d1b18492cb
41, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,34c38382-413e-4895-9171-6672dd8b6941
33, Private,176711, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,a661a8f3-d7f4-4a7d-b79c-d20fff8565ec
51, Private,159755, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,3e4e2db3-f296-42cb-8bd7-335c9cfac353
37, Private,182675, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States,f8d69147-a3f3-43c8-9980-1e7d2c72f6f4
59, Self-emp-inc,107287, 10th,6, Widowed, Exec-managerial, Unmarried, White, Female,0,2559,50, United-States,6716738e-1d77-4115-aa76-6492ea10a2dc
44, Private,162184, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,bc9052ec-b009-4763-b684-b17f59fc982c
35, Private,75855, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, ?,c0115f01-6ad4-45a2-9671-7fea8e66c2ff
39, Self-emp-not-inc,247975, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States,75aee17f-baaa-4c97-8fe2-8f3cb3bfdfd4
70, ?,158642, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2993,0,20, United-States,c1667b79-ff31-4afe-b96a-c5629406e82e
49, Private,87928, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,50a41ec6-50b9-441c-9d23-71a816c5e6ae
66, Private,116468, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,2936,0,20, United-States,b43609c6-fdc1-4d67-964f-3ca8603d2a5a
42, Private,22831, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,b3524f41-ce58-4e5e-ad2f-8c3181b6b69d
53, Private,90624, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,a35d6e36-c5d3-4681-99ab-7ec468853af3
28, Private,81540, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,c1d4728c-862b-4b5e-be57-7ae22168ac6f
51, Private,237729, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,364b6ac2-718a-49c6-ba5e-505b7ecc3070
30, Private,72887, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,3411,0,40, United-States,d19093b0-6383-44fe-b022-7a53f9b09d62
54, Private,35557, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,3a009c7d-7df6-43d6-bc29-053724ea11a4
19, Private,323421, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,9930e0ba-c90b-41a0-971c-525eef9662f4
40, Private,197462, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,727b0a15-2fb7-4d65-a8f7-2cb6dbb163af
64, ?,286732, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,c0bafdf7-6e6b-4605-9d27-8e06bc862f29
30, Private,144064, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,62, United-States,2247ac22-02ed-4f08-9ad2-cca99de81835
26, Private,86483, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,d2467092-5dc6-4cdb-ae76-7baeec7ce437
17, Private,82041, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Canada,b2dbf985-756b-4778-8238-cfd622d276ad
36, Private,219814, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Guatemala,546c43ac-129f-4049-9124-269460821c6a
40, Private,71738, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States,c445fea1-bb98-4d96-9714-169d51f82f5c
41, Private,130126, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States,b4f36961-83cd-4e1e-ad43-b03708997ba0
44, Private,173682, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,c53b2a07-4dd4-4e3c-b973-a08e7539261e
48, Local-gov,127921, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,9796b426-0fe6-487f-997e-3646813242ff
80, ?,107762, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,24, United-States,8f08af3f-1d27-4745-97be-d273083b2970
32, Private,164190, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,0291d931-ae9f-4816-8e83-9a4041714447
33, ?,314913, 11th,7, Divorced, ?, Own-child, White, Male,0,0,53, United-States,10f3696e-bc32-4c7b-967f-c75254df75a8
61, Private,162432, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,7cb693c2-cfb6-4332-a347-021604557e9b
46, Private,195833, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, ?,cb990cad-2e54-40a5-b8ae-9e478ef1017b
22, Private,152878, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,279cece5-e912-48d0-baa7-54c1134f2dc6
42, Private,109067, Bachelors,13, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States,f6d7f59f-e4fc-44a3-a01a-6451affac398
51, ?,203015, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,36fec88d-7186-418c-8a23-05e5740ffda3
26, Private,154093, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,6ffed8e3-16ee-4dd1-9ca2-1303293830f5
60, Private,238913, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States,265ea705-dbe2-4ecf-8a98-0dab827e7c24
39, Local-gov,143385, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,4c05525c-9979-4e00-b4ab-c902d02b8dbe
59, Private,144092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,9d6fc43f-0859-4519-9c43-a1b4266ba045
36, Private,114988, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,06e5e2d7-f419-4753-8116-537db8711933
24, Private,388093, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,5186f20d-580c-41ca-aead-0e3d6670c30c
30, Private,185177, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,49, United-States,51e3d16d-a4cb-4058-8b5c-3af06a73541f
63, Private,180911, 11th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,4386,0,37, United-States,bd7eb9c0-a2ff-44c7-a7e7-0ff0c6ccf85f
65, ?,299494, 11th,7, Married-civ-spouse, ?, Husband, White, Male,1797,0,40, United-States,5b9aae4b-d447-45f6-9b5a-63d626afdb25
54, Private,457237, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,074ef114-19a0-45cc-8c91-3addc9511342
35, Private,374524, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States,3f06bd11-5e85-472f-aa45-771f0c113d02
58, Self-emp-not-inc,211547, 12th,8, Divorced, Sales, Not-in-family, White, Female,0,0,52, United-States,19a7faca-d382-454d-8cb7-7741229ac762
36, Local-gov,298717, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,cc8b3d03-b05b-4349-b194-c1202874385a
65, ?,160654, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States,49c92efe-cf2c-408d-a87f-416a1d1ded60
25, Local-gov,191921, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States,7ccfc500-3b01-4809-b80f-614d711de685
39, Private,165743, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,043d2237-6a61-41a1-a030-86a60ad7f88e
37, Private,50837, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,dc00f79c-98b8-410e-b5f8-4d32563d107e
62, Private,201928, HS-grad,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,b5f89dfb-a475-4b55-9001-7d22dbe15ce8
53, Federal-gov,117847, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,556c15b0-0d19-45e4-8f96-37d97fcd3cee
65, Self-emp-not-inc,167414, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States,4a2ba3da-38cf-4590-897e-1872972274d7
75, Private,95985, 5th-6th,3, Widowed, Other-service, Unmarried, Black, Male,0,0,10, United-States,5201ac9e-472f-4d97-9b29-f850c257ee8f
27, Private,221366, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,50, United-States,43f14223-e21e-4e68-8533-127e3cc8530e
41, Private,266510, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,9d5c2df8-7ac4-4215-8305-59ff0658439a
36, Private,187046, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,f98e380d-3ad6-41ff-8eaf-fb61e541a809
39, Self-emp-not-inc,124090, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,51319774-9ead-4b15-ae26-25ff91d3731a
27, State-gov,312692, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,12, United-States,999bd038-de9c-4605-a7ba-09c3addb5a00
20, State-gov,334113, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,fddbb345-5e57-4f55-869a-6825929c225b
21, Private,372636, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,2c6451be-7af0-4f92-a3ff-fc4052f0a1c9
22, Private,156822, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,1762,25, United-States,f6f896a7-8740-42b6-b02a-6e5f10997a65
47, Self-emp-inc,188610, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,1eca9b3b-db9a-4d2f-978b-d0523a8c424f
43, Private,112607, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,b179d5f6-05fe-4ddd-ba09-f22cfc26ce98
26, Self-emp-inc,160340, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,67f6645c-9c76-43a0-b25f-13a60d4f8f19
43, Private,35210, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,440433f1-3db6-40c6-ab39-2471bc4986a2
59, Self-emp-not-inc,31137, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,9c5e17fd-a370-4448-bfb5-95e9418d394f
18, Private,414721, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,1602,23, United-States,9ed979e9-7d89-47f1-aef6-a940fc42f5ee
67, Self-emp-not-inc,141797, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,b0d4f674-2ce6-4788-9ad8-e87352da68b5
48, Private,189462, Some-college,10, Divorced, Handlers-cleaners, Own-child, White, Male,2176,0,40, United-States,e52996ae-419e-4174-b4d0-3ee4fe32e2c2
49, Federal-gov,168232, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1f2bec03-96bc-4ecb-85d8-100ab54931af
27, Private,169958, 5th-6th,3, Never-married, Craft-repair, Own-child, White, Male,0,0,40, ?,17bff470-4160-47b5-a386-36a5c88e083b
44, Private,99651, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States,b02b2766-7174-4f3e-b67b-8fe93ce156cd
66, ?,270460, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States,5c5beac6-af89-452b-bc6a-4cf685d7131e
22, Private,216134, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States,bfe74ce2-519c-40c4-a8de-59dbd092e8d3
60, Private,142494, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,5df4ac31-b809-4551-b5fa-895e92cbbcdd
44, ?,268804, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,30, United-States,4cc74e46-0bbd-474a-ae6e-0e055941356d
42, Private,152889, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,f2ee39c9-6b55-46eb-9461-2ee2e1e2f4ac
20, Private,119215, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,91d8b104-ef9c-4e18-8bdf-56bd0362d088
43, Self-emp-inc,34218, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,aa5811a6-83f2-4f0b-aa32-a7379de73d37
36, Private,129573, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,cb801027-6c69-4bae-bb9f-52607acd9256
21, Private,211391, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States,730694ca-259e-4514-93f1-e314592fb78d
46, Federal-gov,195023, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,7284a9d7-d5ee-4be1-b5e0-8fabf7496ea3
31, Private,200246, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,6c2ce0aa-d52f-413b-b8b9-ce3ee04174ca
52, Private,373367, 11th,7, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,2ccdf5f4-53d0-4cbb-abe4-8fce072fbf20
50, Private,92079, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,a8457113-496e-4512-a508-c3b209f94b87
33, Private,180859, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,30c75453-62ad-41ef-8016-bcf9187749d4
49, Private,195554, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States,a5a90d7f-16a3-4742-8dee-c5532b8ee876
53, Local-gov,132304, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,ced900cc-bbe9-4360-99fb-a919ace99174
25, Private,109532, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,65ec0627-d0af-4590-bdf1-17e3c57fce43
35, Private,147258, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1974,40, United-States,48685b5d-4ac0-4bfd-a58a-bf0366a7fb2b
44, Private,267717, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,003e3dcb-0da7-4913-8174-9a6c14b84acd
50, ?,87263, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,55, United-States,c5a8c3b8-28a0-4934-a3a1-1d7fa8f300ad
42, Private,187720, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, ?,226a55e4-3c30-48c9-a944-99886c42c369
43, Local-gov,113324, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0c74efe2-320d-42f9-b08e-6e5af8cf4c82
38, Federal-gov,307404, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0e4ac0d6-0067-4fb0-894d-b02e78a3eab0
26, Private,214069, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,128e1d36-3407-463e-ad50-874f8b1107d2
29, Private,201155, 9th,5, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,e06df02f-533b-4e21-b83e-4864680f5216
35, Private,150217, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, Poland,78d6a49a-70f9-488e-bbb1-60dc8cc493ae
47, State-gov,30575, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,ad2702e7-cfb8-459d-ac7b-c0fc48620f67
61, Private,199198, 7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,21, United-States,f584710a-4ffe-4390-9b36-ec5fb9e94f8e
37, Self-emp-not-inc,29814, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States,69b3b68c-a10a-47f8-b61c-9d8b637ff15e
37, Private,220644, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, ?,b3be7db2-8889-495d-bc23-00552b691b71
45, Private,100651, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,1980,40, United-States,603073ab-487b-4483-b80b-6572c84b4951
32, Self-emp-inc,209691, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada,3c4e24d5-63a1-4fda-972b-b04f4c115d49
