age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
38, Private,213260, HS-grad,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,bc2ea755-be69-4b39-a9b7-c0403c6e4c25, <=50K, <=50K
21, ?,116934, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,74c7e2b0-e17c-4a4a-83fd-5c26d7eef0f2, <=50K, <=50K
59, Private,105592, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States,f104903a-9b9a-44fe-8b20-9d97afde7b92, <=50K, <=50K
58, Private,209423, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Cuba,5b61c35d-5e4c-4c65-92af-c2f0102aae60, <=50K, <=50K
21, Private,204641, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,01175d85-3c49-480d-9b43-28f726337311, <=50K, <=50K
49, Private,24712, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Philippines,1cabbfe6-ca96-499c-adcd-6320c846189b, <=50K, <=50K
30, Private,168443, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States,f1607763-6260-4484-937f-a6aa6dc3005a, <=50K, <=50K
23, State-gov,278155, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,c5aff31f-609b-4708-b8cb-c5f9e91d1714, <=50K, <=50K
24, ?,67586, Assoc-voc,11, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, United-States,3f1c7443-4994-4f43-a70d-aba969403142, <=50K, <=50K
31, ?,317761, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,8a366756-4bba-47ce-9d7b-423987522b04, <=50K, <=50K
34, Private,220840, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,84fe9eb7-0cc7-4cde-a890-59813c876f9c, <=50K, <=50K
21, Private,164991, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, United-States,2f55c9d4-5694-421e-b916-78f59575de5c, <=50K, <=50K
28, Local-gov,201099, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States,0bd4f585-1765-4960-9659-cbaaf623a5a6, <=50K, <=50K
59, Private,135647, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,af83e607-cdf2-484a-b848-bbe2ed74b26f, <=50K, <=50K
59, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States,e3829265-cd23-4312-a507-f6a1af226285, <=50K, <=50K
18, ?,202516, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,35, United-States,c11b93e8-d5b6-458f-9347-73f53cd418a0, <=50K, <=50K
40, Private,201495, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,45, United-States,8502be84-b57d-4592-8425-bd44685099b6, <=50K, <=50K
29, Private,144592, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,9e52abf4-a497-4cf2-984b-f17f8d8b532c, >50K, >50K
38, Local-gov,223237, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,75c0c405-1a08-404d-b005-fc125428d8b0, >50K, >50K
53, ?,251804, 5th-6th,3, Widowed, ?, Unmarried, Black, Female,0,0,30, United-States,6d0be25e-add9-4c71-a13f-19592fdfbb37, <=50K, <=50K
44, Private,54310, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,cf604251-2811-4e5c-959f-ca953d598139, >50K, >50K
49, Federal-gov,420282, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,2c23a9bd-080c-4fc0-a170-f78fd3361a47, <=50K, <=50K
36, Private,321760, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,17, United-States,5dc054e6-a62a-43dc-ac00-ab4f00306c67, <=50K, <=50K
18, ?,156608, 11th,7, Never-married, ?, Own-child, White, Female,0,0,25, United-States,40895375-ac44-43f2-86b0-059c7866b016, <=50K, <=50K
49, Self-emp-not-inc,111066, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,6e7a5c62-ed39-4edf-91a8-ef248e8b7a93, >50K, >50K
41, Private,231689, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,9b5c5848-532f-4732-8e4a-bf84c6ef9dc5, >50K, >50K
49, Federal-gov,233059, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,d37ebd27-f87d-4ca0-aa10-ddcd66915c24, <=50K, <=50K
42, Self-emp-not-inc,178780, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,45de457e-e0ec-4c2a-91ca-7494e01b473b, >50K, >50K
34, Private,340880, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Philippines,afad6af1-f593-4eb0-9f1d-fbb44caabea4, >50K, >50K
28, Private,499001, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico,0732512f-191a-433f-996b-0e690b1f5c26, <=50K, <=50K
57, Federal-gov,140711, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0828250a-5f8d-46c8-ac4f-36fc9a38edc8, >50K, >50K
45, Private,176917, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,abd57252-07b6-41ef-b11b-3b1c92c3f156, <=50K, <=50K
18, Private,263024, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,1a4d5e72-75d4-45ca-8798-0fd822f838ce, <=50K, <=50K
24, Private,161092, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States,72fb8390-5a02-43f4-b295-bae540534d6e, >50K, >50K
29, State-gov,356089, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,d491dfef-6cd0-406e-8764-51f6a4dc25fe, >50K, >50K
42, Private,190403, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, Canada,f1cbe3b7-b52d-45dd-aa2c-89f8b0160c55, <=50K, <=50K
20, Private,298635, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Philippines,d3e09d44-9d53-4767-99e5-523a7569ffcb, <=50K, <=50K
62, Self-emp-not-inc,134768, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,bc802d7b-23c3-4e85-a70d-da63209d8cc9, >50K, >50K
55, Private,169611, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,49d42c2c-3a7f-414f-bbe7-54b8ed310825, <=50K, <=50K
37, Private,25864, HS-grad,9, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,931b1772-9621-4f7e-a58c-03cf11a8873d, <=50K, <=50K
24, Private,175254, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,d7a1c9c7-1e79-40db-978d-8548f335f5ce, <=50K, <=50K
23, Private,208908, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,b0e06a0d-6f6b-44c6-a31b-c078cba9a3da, <=50K, <=50K
58, Private,170108, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,6d42e74d-3212-4507-a7b2-d472fdaced0c, >50K, >50K
51, Self-emp-not-inc,159755, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,0c869d31-277f-4eee-88e8-a2afd32d60b7, >50K, >50K
44, Private,174283, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,06be812c-2146-4100-ba86-96609efe410d, >50K, >50K
20, Private,197997, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,b54060bb-c3f3-4540-a76c-a6b4e19cbb78, <=50K, <=50K
45, State-gov,187581, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,e6212ff5-9d8a-4813-8f83-b91300be9984, <=50K, <=50K
45, Private,192835, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3942,0,40, United-States,e4a8c08e-6f4f-4f72-8d71-49a8abe6b601, <=50K, <=50K
21, Private,129699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,307b788a-d5f6-4c42-8ff0-ee4d27a80ef6, <=50K, <=50K
31, Private,163003, Assoc-acdm,12, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines,c209fc1f-f8d5-497f-ab96-0a659393c297, <=50K, <=50K
46, Private,175625, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,bdcec774-b3e5-46f4-ba6a-11b23aea4baf, <=50K, <=50K
31, Private,139822, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,eac394f9-1e8a-4339-8587-b78345a0d6e1, >50K, >50K
41, Private,33310, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,3656ca19-b3f5-4ec2-9ef1-88e16ce9a664, <=50K, <=50K
70, Federal-gov,163003, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,869135e5-38b3-4c23-acc4-5d92f2b864d5, <=50K, <=50K
50, Private,177705, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,34a3b92c-efc8-4b6d-8b90-07bc69cb9599, <=50K, <=50K
29, Private,126060, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,867a7b15-dcdf-49a6-8884-54c7f0875209, >50K, >50K
28, Private,180928, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,55, United-States,139d6377-a7c0-41bb-a677-cd315034d306, <=50K, <=50K
25, Private,27411, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,5fa8607c-02d2-4049-9ea0-2840740154e7, <=50K, <=50K
17, ?,34019, 10th,6, Never-married, ?, Own-child, White, Male,0,0,20, United-States,8d4e45c2-41d2-4169-8666-358c7f4d69f7, <=50K, <=50K
30, Self-emp-inc,78530, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Canada,5df2d4ca-8f45-42c5-8b41-c257e3371ea2, >50K, >50K
24, Private,121023, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1c9b0fab-3fc9-446d-b98f-ff9978e38820, <=50K, <=50K
20, Private,406641, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0fa10fd2-e0d1-4f7e-bc25-61b79ba583a8, <=50K, <=50K
36, Private,126954, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,018c8b2c-9086-4e0a-9d25-39f36c58b1ee, <=50K, <=50K
27, Private,420351, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,85a6ec53-e68c-4311-8f19-6c925656de71, <=50K, <=50K
46, Private,163229, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,84764830-d127-45bd-9c40-019e19f5419d, <=50K, <=50K
19, Private,63814, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States,fe08cb9a-aec6-494a-acd5-1021952bbcac, <=50K, <=50K
45, Private,148900, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,71e66a47-7ee6-46ad-88e4-74c661d2eb48, >50K, >50K
49, Private,268234, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,2977530d-db46-457e-8885-bf7d90cdbf7e, <=50K, <=50K
40, Private,79586, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, ?,d64f0a7c-0004-4ef4-88d3-15c04bd0e12e, >50K, >50K
39, Private,255027, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,65b58b68-d67c-4dde-a6c0-6520b6c2acf3, <=50K, <=50K
53, Private,187356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,66, United-States,14a10198-8288-4e35-b219-56376654a749, <=50K, <=50K
24, Private,450695, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,40bbe4c5-03f1-4684-91aa-68043344949a, <=50K, <=50K
27, Private,111900, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,e3da14d8-dd65-4b58-b1cd-b7511cc3d493, <=50K, <=50K
31, Self-emp-not-inc,80145, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,108e1895-3344-468f-9931-59e080c376c8, <=50K, <=50K
39, Private,202937, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,f6e7a60e-51a1-4c93-8f47-4a943fe6128b, >50K, >50K
50, Private,170050, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,a5851005-e3b7-4155-9d06-7b81540ad0f2, <=50K, <=50K
39, Private,202950, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,ed4a2990-e3d2-4516-b74d-00b98aed2063, <=50K, <=50K
74, Private,99183, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States,6a827213-df56-45a1-8154-6017226d473a, <=50K, <=50K
37, Self-emp-inc,98389, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,6f30c2e6-b228-4f1b-a05f-6e76d0a14e6e, >50K, >50K
37, Private,69481, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,a9e9f39a-554d-4457-83e4-ee18069f85e4, <=50K, <=50K
37, Private,709445, HS-grad,9, Separated, Craft-repair, Other-relative, Black, Male,0,0,40, United-States,e35867a1-4085-4e49-be1b-0cd8482f76d8, <=50K, <=50K
65, Private,420277, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,308daa52-665f-4b8e-9ba3-682fc258c4c4, <=50K, <=50K
41, Private,45156, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,2174,0,41, United-States,ff39d06e-e1fb-47c3-827f-5a2962931a55, <=50K, <=50K
38, Federal-gov,506830, Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States,1d5b38c7-5014-4422-8fab-8ef999e1cfe6, <=50K, <=50K
47, Private,249935, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,8, United-States,3110da89-6f9e-46d6-b87f-940547fb24c9, <=50K, <=50K
25, Private,216010, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,af170c6f-fc2d-447a-bae5-422feb7ed144, <=50K, <=50K
56, Private,188856, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,55, United-States,3d025a0f-de70-4e70-b6a1-764ee11eeba1, >50K, >50K
42, Federal-gov,115932, Bachelors,13, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,22f9cb83-f0d0-45a7-8b14-fc94a0133116, <=50K, <=50K
27, ?,90270, Assoc-acdm,12, Married-civ-spouse, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,5c0b2d91-ccf5-4c58-94e9-56fa26e7db39, <=50K, <=50K
60, Self-emp-not-inc,168223, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,69a3eff0-a375-4f45-8ee8-7968c2b44c31, <=50K, <=50K
47, Private,197702, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,8a24b2ac-324f-4848-a173-4d47904e264e, <=50K, <=50K
17, ?,148769, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States,7b74f946-0eb5-49b8-9ffc-371672be5e38, <=50K, <=50K
64, Private,46087, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,47fb0914-5966-4b5f-9af7-cfe4a086f3e9, <=50K, <=50K
18, ?,128538, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,20, United-States,81381ce5-5e15-4445-b85e-9861e85f8812, <=50K, <=50K
38, Private,210866, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States,12ada7b3-52e8-47d6-afca-3bb4911f0374, >50K, >50K
56, Federal-gov,255386, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Laos,6a4fd0d4-4735-4f03-89d1-e3ad5f1b6269, <=50K, <=50K
41, Private,288679, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,84c7d65c-9e09-4867-8d18-e3c84b806dce, <=50K, <=50K
17, Private,216086, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,1e6aaa04-3b01-4b07-bab5-ac3cea78a385, <=50K, <=50K
30, Self-emp-not-inc,189265, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,bf7b4fb3-7078-4177-bf7a-3519152bff91, <=50K, <=50K
28, Private,90196, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,a6293e62-f7bd-4d8b-9f5b-b33320e1e2e9, >50K, >50K
18, Private,32244, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,594,0,30, United-States,c315a0e4-cab1-4103-bafc-9144953fc1b0, <=50K, <=50K
44, Private,120057, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,45, United-States,0266dff8-bf6f-47f2-ba78-d712d8859c93, >50K, >50K
34, Private,345705, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1408,38, United-States,6def05be-f732-44e2-960f-5c79ce537827, <=50K, <=50K
51, Private,173291, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,d18c3352-9b5c-4da5-a0cc-52cfbbcd722d, <=50K, <=50K
22, Private,291979, 11th,7, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,cb14e1c7-55cc-4b1c-847a-4082335637a8, <=50K, <=50K
68, Self-emp-not-inc,195881, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2414,0,40, United-States,d4ae441c-a0db-4d13-ac06-df4f69651091, <=50K, <=50K
40, Private,142657, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States,10200c6f-0836-47da-b263-e667943a4064, <=50K, <=50K
59, Private,108765, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,9d1170e9-359b-4b3f-8744-50ff94f8451f, <=50K, <=50K
43, Self-emp-inc,135342, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,a54b5291-d957-468b-8b09-2e1b4a59a211, >50K, >50K
57, Private,160275, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,605d3249-adbb-450d-bde5-09b93e24b943, <=50K, <=50K
20, Private,246250, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,30d47ec8-12b2-4c8e-9180-73578d4fa8fa, <=50K, <=50K
48, Private,125421, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,bc8b95db-254a-46cb-a554-9cd74bd85c68, >50K, >50K
47, Private,170850, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States,4466b130-3194-46fb-853c-642f7f143552, <=50K, <=50K
28, Private,219267, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States,5998aa2b-1350-4b50-b70f-ac3737b474ee, <=50K, <=50K
55, Private,172666, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,025b2677-6e0e-4135-89fd-fdf090d5a325, >50K, >50K
41, Private,191451, Masters,14, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,60, United-States,792dbc52-939a-411a-a9af-8238e31aa2d5, >50K, >50K
47, Private,101684, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,22e1f9d0-8185-4b5b-b127-904f4e5d7c13, <=50K, <=50K
72, Federal-gov,39110, 11th,7, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, Canada,c2ce636d-834d-4ebf-b57e-991659ecfd5b, <=50K, <=50K
63, Private,264968, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,29c8afe0-13b2-4b34-8d06-4adb9e9aec19, <=50K, <=50K
17, Private,25690, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,222ce508-c8c0-4ecd-8601-dffa5b851df9, <=50K, <=50K
29, Self-emp-inc,190450, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Germany,55bd5c32-6c0e-4951-85a8-e5e98a21784c, <=50K, <=50K
23, Federal-gov,216853, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,485224bb-938e-4b4c-94a0-3be9f6a97413, <=50K, <=50K
31, Private,446358, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0f01e780-5abd-4664-9e63-b3d5bd746492, <=50K, <=50K
34, Private,175856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,55, United-States,30dbdb34-8fcb-40fe-b8dd-9538461e22bb, >50K, >50K
34, Private,228881, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States,48b84712-1262-4ac9-b6fa-bec8c9f21244, <=50K, <=50K
51, Private,53197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,25fde9ea-00f1-4315-822a-3cbfc82060ef, <=50K, <=50K
35, Private,36214, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,47, United-States,617ebb90-b95f-4349-abf5-9d94178267b0, >50K, >50K
45, Private,306889, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1cb08376-e83a-4c14-bc66-4fc4d521607e, >50K, >50K
24, Private,456460, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,3788f68d-0798-456f-ad81-9621e4d4c8fd, <=50K, <=50K
26, Private,187891, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,2ec9ed47-0beb-4a87-bda1-e5612aecd8f4, <=50K, <=50K
50, Private,108926, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,00a0ce0d-a4c5-46ca-b76b-d3ae02e82f52, <=50K, <=50K
56, Private,226985, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,a6b77493-a20c-4bc4-81a7-dec21739a3fa, <=50K, <=50K
32, ?,981628, HS-grad,9, Divorced, ?, Unmarried, Black, Male,0,0,40, United-States,5acb8598-70c3-4045-90df-597df3253b03, <=50K, <=50K
24, Private,236696, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,eb5b2775-2f83-412f-ae00-9f87882f62ef, <=50K, <=50K
30, Private,356882, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,b1ed74c3-3200-41ff-8138-40ffe66d1a5b, <=50K, <=50K
23, Private,145111, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States,65b9dcd4-93f7-4c5b-bc58-a5203ae47332, <=50K, <=50K
18, Private,170544, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,863b40cd-f4ea-4ac8-a420-514ca032b2ed, <=50K, <=50K
37, Private,343721, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,70626002-51ab-445a-937e-d9c82ea7ea36, >50K, >50K
42, Private,175133, Some-college,10, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,375be055-c3ee-4f40-8c72-c83c851abd5c, <=50K, <=50K
51, Federal-gov,237819, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,d74ab497-1715-4400-b853-12433e9d4bae, >50K, >50K
51, Private,306785, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0c092e68-c8cd-4695-a486-dbf57893cfe4, <=50K, <=50K
50, Private,192982, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1848,40, United-States,4636701e-6036-4d23-832b-6325c65b33bd, >50K, >50K
20, Private,186830, HS-grad,9, Never-married, Transport-moving, Other-relative, Black, Male,0,0,45, United-States,fb9b73d2-1dab-45b1-b367-2e4676a5209d, <=50K, <=50K
39, Private,258276, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3137,0,40, ?,9b206b38-dc9e-4337-b3e7-d9ff3caf3796, <=50K, <=50K
42, Self-emp-not-inc,183765, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?,bcc2b5d5-b3e5-4a10-8c4d-1f8f8cc3618f, <=50K, <=50K
25, Private,193051, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States,50b652d7-3af8-4597-b4e9-6de03986b9ef, <=50K, <=50K
51, Private,177669, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,45395acc-fe66-4308-8df3-34aff3c234c9, <=50K, <=50K
34, Private,204991, Some-college,10, Divorced, Exec-managerial, Own-child, White, Male,0,0,44, United-States,9b02d9b9-c796-462c-82cf-b4c61f0ccbf9, <=50K, <=50K
42, State-gov,126094, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Male,0,0,39, United-States,284821a1-de2e-407c-b96f-f0f3323d1487, <=50K, <=50K
27, Private,359155, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,3e7cb432-0b15-40e3-a6eb-855b9951a63f, >50K, >50K
28, Private,288598, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,a9e89a22-4bc5-4fb9-b124-174dc1811ea0, <=50K, <=50K
35, Private,186934, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,afcaf8ef-5d11-4064-a6d1-8b795616c73b, >50K, >50K
25, Private,251854, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica,03c4c6c3-9016-47bf-9713-b1735b0ca0a7, <=50K, <=50K
21, State-gov,129345, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,f348003d-f5bb-43b4-8717-57d514e297d7, <=50K, <=50K
57, Self-emp-inc,220789, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,f8bae722-93b8-4b8e-ae1b-0a9cf48ffa22, >50K, >50K
50, Self-emp-not-inc,219420, Doctorate,16, Divorced, Sales, Not-in-family, White, Male,0,0,64, United-States,2b63454a-e426-4a6a-8033-866429fef555, <=50K, <=50K
