worker_id,income
3cf88dc7-dc10-437f-ac02-46a05966efe2, <=50K
27e8b4c0-ed9e-4e82-a70f-0cb0f1802286, <=50K
51d455dd-6138-4ce4-9415-a8bfb099434b, <=50K
fa12c4fb-206c-4db9-993b-f5e673401137, <=50K
75a4e478-d22a-4c8e-98d5-1b998d5da70c, >50K
c5d5831b-5bd1-4fe2-b42f-2b377ec15e8b, >50K
9dc58d67-3bed-4848-be19-7b4d94d91aa6, <=50K
ad775fe5-6689-43f6-b281-f23243f26c69, <=50K
0bc2c97e-a909-4020-82bb-1ecdde8fc320, <=50K
266fecf5-476d-4da3-8039-fcbab71d3b63, <=50K
597e30f6-a046-4c9a-9f43-c6416128ae0d, <=50K
839fd702-ff6e-4966-bd1c-cbd17c908397, <=50K
8547ba54-9894-4e5a-9dfb-3d61c8f40d22, <=50K
d8eb90f0-214d-43a5-b9b1-3f8c9bf530ed, <=50K
90dd8750-f5fb-40eb-984a-3e3e5bceda65, <=50K
34ed428d-4fb6-44c5-9f24-51f576f41b06, <=50K
f7333f9f-9fa4-446f-8eaf-0ac0c4780d71, <=50K
c9aacbf2-7c46-4f02-ad58-5891faec73d1, <=50K
30ac8645-4c05-41b8-ae8d-6f9d614b3c01, <=50K
a7eb1846-3011-436f-98a4-25b407c1f1b8, <=50K
52fa7a67-de01-4b29-98e8-36aff80a1e71, <=50K
58d46589-464f-443b-86ac-8eff537c03f7, <=50K
33800dcf-eb72-4ef2-8a6f-8fbe756b3223, >50K
1dfbd5ee-2eb3-4272-a87f-a2464218688b, <=50K
557d3d58-dd54-405b-b2dc-80868ebaa8f6, >50K
acf28399-59a0-4ee0-8bc8-5617719ed551, <=50K
f27fb6a5-f245-40a3-8e6e-4ec6c4198be9, >50K
eff9c558-ea0e-4929-83e9-dcf1d8a47776, <=50K
102fc739-50b3-4710-9eed-3dd581adab96, >50K
3d9bb22b-3cda-476a-b6d5-34368b79f002, <=50K
0c857b90-7df7-4e84-8057-28813cc9c9d5, <=50K
49ffe1dc-d631-4e27-ab76-198f1048d232, <=50K
9efeb09a-02aa-4176-9dc4-82ce4270dffa, <=50K
bfcbe3de-9cfd-4543-9939-24a5b5504553, <=50K
85c9d544-28b6-482a-980b-343cfca0c61b, >50K
0561c562-1486-4ec6-9b54-4432ef5206d6, <=50K
b123ca3e-ba03-4f29-848d-f0109427ad1a, <=50K
9e6518fd-ca80-47bf-9f6b-35c8d26a7fe4, <=50K
05707f97-3bc3-4094-81ec-5899bcbf6e30, <=50K
597d1aaa-2f9f-497f-ace8-d33217aae671, >50K
4dfece46-1959-4891-8a49-2349367c91c8, >50K
b4833c61-6002-4cd5-a77b-79086dc99ffb, >50K
ef86e71d-fc15-46d7-8b00-91b2051b4b79, <=50K
6354298a-e5de-4dbd-b3c4-13388dbe6b2c, <=50K
b6a20c9c-279a-4f8f-9b5f-37b974f15225, >50K
c63bc419-d68c-476c-a6d1-dfa3e184dcba, >50K
c921fac9-e90e-433a-b0d2-14ec18565ffb, <=50K
b5317f61-a946-4715-9bee-d0fd7fd2ebc8, <=50K
ccb2cbfd-5200-4bcf-84a1-23ed2be65a95, <=50K
76c630bd-8925-4467-8233-63b98a738d08, <=50K
85f32626-d644-4e48-bbff-e5c36ca1e885, <=50K
7c746c2c-5ac9-427d-8587-874a1cf9f77f, <=50K
e444bdd3-bf18-463b-b592-69318f46882a, >50K
16ed7fc5-9334-4b26-96f1-dd92d28c7774, <=50K
097dee6c-a6a9-4088-8717-e2b0fa8c2479, <=50K
9dee186d-e215-447f-86e1-2db4e58f10b7, <=50K
309f3769-eb20-4b16-9183-8f43a1ccd527, >50K
f95b8761-0357-45f4-ae14-ff581b939868, <=50K
ce80f778-b54a-4156-8702-2f4a8e85dc0f, <=50K
8486813f-f640-49fd-8c5b-654dd2714ba8, <=50K
ac940c8c-590e-4f35-ae0e-b7c899bf721a, <=50K
282cca93-0ffe-4ff3-8ebe-921f5d9f872c, <=50K
6ed679ae-d3fc-4026-959e-eb531e141e00, <=50K
0f93e8ef-3d48-4b71-925e-23c7fdf3916e, <=50K
921c9eab-d1ae-4076-b4d0-289ccc311d61, <=50K
ad6f9845-4799-45e4-a31d-52dc78d6c8a6, <=50K
c10cac5a-da0f-4e91-a936-043ac216cdf8, <=50K
24509c2f-49fe-40ff-aa80-27fe4a8e508f, >50K
029d53a4-75a9-4596-a99a-a6cb4c8c1fcc, <=50K
27ea89ab-34ad-46a1-8f6d-62874b5ddccb, >50K
42d35977-f0ab-4a6d-ac31-4d4053153e93, <=50K
4320911b-0293-4e8b-af49-08674204cd7b, <=50K
59ba5329-51d3-4923-88ba-36400a4dcf6b, <=50K
385e00b4-64ae-4ea1-b1ae-74945cf80fa0, <=50K
eba64222-1c5f-4843-83fc-1b29277aaef6, <=50K
473fbede-6a83-4606-9474-ef772f989fdc, <=50K
f91e90d1-5cf5-45a8-a6ff-e49bdeb86207, <=50K
2d0d68bc-05b8-42be-ab9e-c33cdc9e9815, <=50K
b6bc09a7-5d06-4267-8659-a45a3956a498, <=50K
8fda6298-6592-4476-a946-b4e856551659, <=50K
101a1da0-e5ae-4274-941e-643764602de3, >50K
4dbc25a3-0817-407b-b155-4b13101feecc, >50K
cdd22962-1e57-4985-92c4-1e5091bfff5f, >50K
71da0b3a-0e12-49b5-9d21-c34e5dbd7978, <=50K
f6d486a8-70d1-415b-befb-48d5106f1871, <=50K
bddb577f-38c9-4250-b86b-722c1bdd8978, <=50K
980aeb94-826a-4933-8501-b4015e21a13a, <=50K
2a19390a-2037-4d17-a990-a757ca29ec0e, <=50K
88ee2af0-c865-438c-8232-e1a790e4706a, <=50K
150cefde-0e20-4bdb-a0db-3bce950086d8, <=50K
3a30bc35-3312-4100-86f1-287555aaf6a2, <=50K
86baec76-9362-47bd-9444-440e359d18de, <=50K
47af6f29-1f95-454d-9c11-9841cf7b7d43, <=50K
666cddf8-f698-4a4f-9e69-9ab44e284f4d, <=50K
71b7c66f-d1bb-43c9-bc09-eeba3282595f, <=50K
58b97641-a52c-4ec0-ae87-4ff719c5b604, <=50K
3d835aa2-587c-42fd-9cf1-41256104448b, <=50K
313f721e-e4b0-4c7b-a98f-5875985fb149, >50K
eb7fb6bb-43ee-4374-83b1-fadc6cdc9575, >50K
1b4bd71b-b349-44fc-893e-56c1cfe18101, >50K
ff7f0864-4612-429a-9458-471189009465, <=50K
b0618011-3a24-4e3d-94a5-e157be6656d4, >50K
e2c0a846-3be9-4dda-adc6-0c0acb615c75, >50K
deb667a8-8998-4be9-acd6-abf6834096ef, <=50K
757669ba-cf9c-4634-9a2c-47069e89f3f5, <=50K
8bd8f0e4-74ec-46ff-a0b3-a75cd5a0c6e6, <=50K
2da89764-25d1-4347-b248-0dfaba19f702, >50K
87db6fb4-27dd-4f56-88d8-545c76a325b6, >50K
aedcf11d-0c43-43d0-ad26-d338943a7c8b, <=50K
710fbd4d-e5f0-4735-8fbc-8ea9d591a395, <=50K
39e6aaf2-9f05-4bf9-b240-d1d0e8cac021, <=50K
55a400e9-0d27-4b53-b243-00f982f420af, <=50K
d7962cb1-35a4-4461-b8bd-8ba63218bcd2, <=50K
490f3a4c-e1aa-4779-b8b7-d68421248b2a, <=50K
20d7656c-595b-4249-a80e-a410dac5af6a, >50K
87145070-5345-4468-8a89-b19689bb2609, <=50K
72a7f7a2-3441-439b-bb66-531170a5edc4, <=50K
06dedb47-509a-4770-955d-0316229686f1, <=50K
c02e3a16-1187-47f4-b5d3-e07860935dff, >50K
d2e18820-6969-4241-a0ae-b0faa7251e5f, >50K
f50f604e-d27c-4dec-9064-de7e8faa2b0f, <=50K
4ce6c331-447f-4fb3-9fce-bdfe92bfc499, <=50K
eb1c82bf-1097-400d-b2ae-326d0c15b427, >50K
8cfeaf2e-9f8a-46e1-81c4-a4a91612f97a, <=50K
dd737557-92a4-425c-95a0-ae82d6619c7b, <=50K
0236cd15-57b6-4008-a717-3cbdf8c0dd39, >50K
c34977af-e79d-4eb1-8038-cec4c567a5b3, <=50K
e2efda28-c269-40f0-bf73-0536501dcfd8, <=50K
fc5a122c-5e4c-4e34-b52b-07e33f7e7f78, <=50K
99f5433c-7db2-4f8f-b7c3-5338937c752e, >50K
644a75d6-7faf-420f-b825-04aa73d9611e, <=50K
c5b9de8b-22a0-436f-a6e0-e1f212dd1ad4, <=50K
cf5e9f08-ebe7-49b8-97d7-7781eb2544a3, <=50K
86ee9398-dede-4dfd-95de-42293920cf70, <=50K
f6f7b722-f396-41b1-8677-2556957c0670, <=50K
5008833c-a3da-45d9-90bf-5e4f88bc0092, <=50K
31d5c33f-f8a9-447e-bde7-3322a106b5d7, <=50K
088c036b-f30c-40a5-bf35-30b0bfd870d6, <=50K
8c435791-fcb6-4459-8569-2e7c4ee73f4a, <=50K
6fff3599-e9db-4914-bf10-9bdccbfe028f, <=50K
8bdd6f3d-4ed9-48be-8bf9-78c1ca8735d0, <=50K
aa454ade-3e1f-421a-86e8-437afe44a87a, >50K
bc22d07d-3cd1-401e-858f-9cc7dcdd72a4, >50K
f90dc6e6-cfbd-4632-b240-c33d6d82a21e, <=50K
dbe1b733-8be0-402e-a5ec-3891f0037ef9, >50K
19f2e450-1fe9-4257-ba8b-1518e4263a49, <=50K
0dfa3f93-59cf-47fe-a3a3-5e995393c58a, <=50K
453a7627-5d95-4b49-a414-3cd2f41173e6, <=50K
e747d112-6407-4067-a2ca-0a9e1ffddd2d, >50K
1e44fe14-26c5-4f8f-b550-ecfc5afddeae, <=50K
276adc68-6260-4672-ace8-dd3d43375621, <=50K
68fdabb6-4e6e-42d9-b4f0-57c1ce699c9c, <=50K
64c18357-d12f-4879-8d2b-1035a1f36f7e, <=50K
166cbfc5-2203-40d0-8332-fd81d35c2693, >50K
c341a129-5a87-44f3-9c21-9183dcd352c0, <=50K
13a8c149-2494-4415-a45f-cb00425702a0, <=50K
652620d3-0e32-48fc-a357-df3b76cbd40b, <=50K
f0ee4bd7-1571-4e57-ac48-a2789d7e8365, <=50K
bcc2a567-ebec-4de3-8fcb-d00c2d19e715, <=50K
1b535d92-a305-43e6-a882-669b2bcdcc7a, <=50K
cb31cded-289b-4ab3-91cb-836bd5017e08, <=50K
678b6aa3-804e-4a2a-a717-16122e4bbf9b, <=50K
d459531b-ad8f-47ce-a171-244f75446c2a, <=50K
b393c330-9185-4fc9-ba62-b399c1067eff, <=50K
d4bcb9a1-6632-49aa-a6b8-839d9785e282, <=50K
b0fcc784-4c62-4e4e-8114-8e24d074bbcd, <=50K
d1bba332-1659-4573-b6c7-fffd330b129b, <=50K
19dc7943-17f1-461c-999d-144e1763273c, >50K
16b3eb83-ab8b-4b2e-a066-35a1b216e824, <=50K
d5307ce8-c428-4967-b34f-74bfe6fd1534, <=50K
502d35c2-c4a5-47fa-886a-e87467196dd6, <=50K
77e13dc0-3775-4e0d-9b68-255d93f77097, <=50K
0601cc65-be69-48cb-8fdf-f4f2b1c1e738, <=50K
8d61dd5e-cd54-4d9a-a80d-1327768f89da, >50K
f1ddf6be-4260-483a-ab03-0094603aa9e1, >50K
ad433d02-21c7-4de1-99d3-56e7ed7803a8, <=50K
0921c44f-87e4-4c1a-89fc-ee2ddbc962f2, <=50K
8348c1f4-a330-4db0-bfc8-d2b385e1690b, <=50K
ad0aee80-5a90-4488-8472-948b27388c7f, <=50K
bcb12b59-6349-4d1f-b5f1-574892dc06f6, <=50K
5a5a882d-0a62-4518-8e51-d599ddf018bb, <=50K
b67e3059-79d9-40e0-9ee1-1dc9537f45e0, >50K
9f0c2a97-ac5b-438f-b214-d2d09b5ed4f2, <=50K
766f899b-0d50-4721-bc68-f9c15e8aba04, <=50K
9b0a03b7-0511-420b-82ce-97b96a81a492, <=50K
cd78e3e7-6de9-4bfd-a336-b646881b1f58, <=50K
4d8e6e82-f210-4128-b8b8-ee664e88d622, >50K
b78a29b2-8f6f-47c7-b67c-d49e7e8c64f7, <=50K
495d2516-cb0d-423a-8157-7686e8cfc6fd, <=50K
c9d85c4b-1d23-4178-a8f8-09c037aca017, <=50K
f501d53c-edef-4428-bea3-62f6796ec3c7, >50K
ab4af288-1231-4d24-8e73-50fe158ea315, >50K
fc7d97da-390d-4a02-acbb-78d733a7085e, <=50K
e31f8528-8ecc-4ffd-aca8-e8e4f24a1b91, >50K
192059a5-f51c-46bf-967c-4f1e64e80a83, <=50K
514f4e25-2c17-4d96-b1a8-c4cd17f14602, <=50K
7a83c4bf-c8ea-43f2-a33b-e9ca707faf1d, <=50K
00b15a47-6095-4ccf-8198-457bad65d463, <=50K
b81fff0e-8ba9-4c4b-a630-e8ded514c089, <=50K
673949cc-835b-45bc-88fe-369a4b7906e0, >50K
3a7c7ae0-29fe-4b1d-b82c-cdf6a6373055, >50K
8982aba5-69db-45cb-a2f3-a5999b2b1ec0, >50K
5f223f36-c2db-486c-a26f-4ac4d5ce5e9a, <=50K
97d14029-dcbe-4a77-9d6d-93aca4e5aa4d, <=50K
b20251b8-77ae-41c0-a034-2933f952b1e6, <=50K
6cb06540-71b5-4150-b726-59a66ecf5e6b, <=50K
047c7596-2dd6-4672-8ebb-89801b641c16, >50K
59a69a04-a2c6-4c7a-8c24-27ea37cbaed8, <=50K
0b880785-25cc-4647-8e42-caee26056060, <=50K
0f22cbe0-3edd-45d0-8aca-81a7354945cd, >50K
8255d589-b02b-45d3-85c6-829ed2d0d708, >50K
d4557587-c1d0-4c44-afd8-37dee6412428, <=50K
1ed581d9-0fe6-4f48-80b9-62422cb0e6ff, <=50K
d2fa4383-95f8-45cc-9626-b752d07933ac, <=50K
fe6ea257-7a07-441e-87a7-78ca35d9d04f, <=50K
67b5bf83-6ce5-4c0d-828e-3209360cef92, >50K
ef496a9e-0ef6-46fc-bed8-8391a89344eb, >50K
c1240a47-41c2-4300-88f5-38ebcd13172a, <=50K
91fb569d-0308-42b6-b071-6f921abd650e, >50K
511cf28b-99d6-439d-9d6e-87fc2c4b3b1a, <=50K
89914858-ab26-4166-8f05-5f1c579f48a5, <=50K
4008a781-6af9-4208-b662-814afd2b2c27, <=50K
83a9a7a7-43cd-4c98-a51c-de0d30a416a6, >50K
9af7fb70-cc97-4103-9208-5d0b9d951dee, <=50K
d024eab8-d441-40e2-af34-978d10129026, >50K
4c32d9ea-3187-4b8f-8d69-69e2b79989ae, >50K
840469b0-4d40-4390-885a-6826af948421, <=50K
b963cb39-60a0-42dc-b69a-96526b2b0a22, <=50K
31afd23a-c910-46c0-98de-112571acde2b, <=50K
b717ffeb-b9f4-4af9-aee6-07e684956482, <=50K
d092ac6e-7a6d-4751-a02a-9532e93b8971, <=50K
580280d1-5192-41c0-a8c2-df804138786f, <=50K
46a75d89-4112-4f4e-9235-484f575668ba, <=50K
1e61d5e8-8052-4a59-9248-f91d328c4537, <=50K
48d1ba4d-22f0-4950-9ea0-fe3e697ed610, <=50K
aa7ba065-73e8-4c54-b469-0de048a17b3c, >50K
191f16a1-bdcf-467f-bda2-2708fe024751, <=50K
f16665d7-672b-4940-b426-3e2de02ea110, >50K
6e28f9b3-a787-4014-9a81-a053a7636a1b, <=50K
e702a02e-2c19-4c8b-9748-37d12143a4a5, <=50K
8bfdac9d-4a1d-47a2-acd6-9cb109761231, <=50K
3c4ae902-8ad4-4709-a652-aa13f78c869d, <=50K
74d32797-64d8-424a-964b-b46c7e92c402, <=50K
cb07d466-bb7f-4b2c-b9f3-374cb9f89db2, >50K
c35750d9-0006-4897-9d70-7eb276e1a5c4, <=50K
54dad34d-e4e1-4200-94bb-29a036d3c035, <=50K
2e7301a3-2d0b-4831-8ff0-3baa3fa2b1c2, <=50K
13d2e940-61f1-464b-a9c2-cf141a8db615, <=50K
564ffc2b-5d94-42cd-823e-bd3963ed7022, <=50K
05ed55fb-d993-4a20-8724-7265eab13a78, >50K
d7b8418c-605b-43a9-b805-54788d7dcba5, >50K
73522ee8-1db6-4d88-8471-035a82126813, <=50K
1eec477a-38ae-4fe5-b076-9b8565cdd855, >50K
62f46528-3eb4-43b9-9f60-92b7668513d7, <=50K
0e1fc982-ad6a-489a-9309-d31b52a4eafd, <=50K
17231c1a-0de7-4339-a4ca-5da62eebc37a, <=50K
91b9c7d2-554b-4508-8796-daec99caa86e, <=50K
054c166c-f4fe-4ff9-a329-76320d30936e, >50K
14b6c371-cf24-461c-87a1-ebdfd4faf32d, <=50K
15fa8190-8d4d-4c74-af1b-dd9e0d9393a8, <=50K
4ad13ef9-7b2d-49cf-8799-9597aaefd48d, <=50K
434a4e55-c2b9-4889-a9e7-2aaac4074aca, <=50K
ac450bdb-8ac3-43d1-813d-08212acb5441, <=50K
aa408c22-3410-4b9b-9750-8b3f916e2e53, <=50K
10c352b3-73ef-49f9-a919-5f6b02235c24, <=50K
3e11bb04-1400-4a72-b8ce-033b21dd3e73, <=50K
6f9a60d1-3218-4257-a546-aa90e4820cbf, <=50K
44bf4b25-3c57-4da8-9025-075505d63232, <=50K
7c706ffc-9001-470b-a1f5-b570a02d5bba, <=50K
2680f965-cbe3-431c-90d2-78f387924d9d, <=50K
ff375da3-4603-44ec-8379-799e84ebd36d, <=50K
2137df0a-08a7-4fe3-8e94-b336cb253317, <=50K
a048bf3e-313b-4bd8-8481-4218f12af0a3, <=50K
a5658c6a-75d0-4c86-8094-3f61225bbe39, >50K
d90e3c95-e469-47d9-94ec-22bfb2a41d65, <=50K
278143f3-c144-4403-9c76-206d66a44b02, >50K
eed988a6-eba5-43a7-83ac-3cea91f377ca, <=50K
a63e9b42-f8ee-4137-b208-b4d2cb962a6f, <=50K
ea55f39d-4f8d-4c72-9a01-05173a6bed1f, >50K
a265aaba-cfbc-46a5-8431-9db18c7cf4d2, <=50K
a40101df-a42e-4320-81c3-302e5518daf4, >50K
a4fcc806-a1b5-4ec6-935e-7a296cf08cb9, <=50K
367c3027-0036-422d-b452-bc75d135faf2, <=50K
9bc7acac-4f91-4abf-8edf-9ba36a55717b, <=50K
e15c896f-ad73-446c-bc79-2f92bd5f0094, <=50K
449f0a54-a3db-4292-9d8c-6f838038cacb, >50K
d9661901-e109-4363-99fe-f5250555c07d, <=50K
4ec64a3b-dde0-4c48-b051-5dd68e20f45f, <=50K
f568bfc9-4eb7-4270-ab6e-1256fa48fd9f, <=50K
d26db07b-298b-4d03-bc90-fc73ae82b067, <=50K
4edab9d0-555b-4007-8962-c89534120fc6, <=50K
d19bb92e-7ac8-4be9-9b84-4fd000fbfa12, <=50K
22fda75e-a370-4b37-97da-9cee1f90e9d4, >50K
2f9de8d7-0cad-43fe-8e95-eed2b0521697, <=50K
703060ad-1265-4609-9d7b-bb7242697d23, <=50K
ad13d047-160d-4d19-97a5-43e2da220238, >50K
9a6e0f8d-58d4-4397-9c70-35fcc37b333f, <=50K
2c5de590-aaa7-48ae-9ad1-a7d82f8a4daf, <=50K
01328e03-a797-4e34-99ca-b2c9efca574d, <=50K
ef060841-7b36-43b1-973f-411a28dd3b12, <=50K
c4f47e83-e0f4-4ecc-a84d-069b80258d3b, <=50K
56eb9bf5-0884-44df-baf7-a28e58b600da, <=50K
fd9b6f2a-6b21-4a81-9408-d47e9620173f, <=50K
50c7156a-03e9-4fef-845d-de47a622a889, <=50K
ce60fa88-b8b5-4ab4-8f7b-12d13e847e56, >50K
6a251659-84f5-4d49-8efc-a4441458d42e, <=50K
f43acfe5-63e7-4038-8420-b54807a52644, >50K
205f0774-c9df-4b69-9283-1cdcebce6393, <=50K
5465c0ca-13e2-4e64-992b-c48ce960e88a, >50K
61831cdc-d53f-433b-9c1d-3e18a2ed1fd5, <=50K
e660d616-43a1-4d3b-809c-179f4264558b, <=50K
8e72800d-8979-4840-9ba1-d5e53a98c463, <=50K
f1352acc-5e31-4802-986e-e7c93f1b45b4, <=50K
4181e835-d90d-4bf5-aaae-cd2a0f0988c2, >50K
b4128281-689a-41ad-b361-92df0b2d677b, <=50K
c04687e8-d06c-41c7-9331-886cff9296e5, <=50K
a726a1ab-0d02-4887-a2c1-f0ae3ef76d74, <=50K
af9c04cc-e42c-445b-82f7-aa1eb5f08114, <=50K
20671db3-6d15-480d-8b5a-4d0b2365c28d, <=50K
9bb3893d-f211-4ff5-a4ae-b0211a0bed2d, >50K
5276d722-33c4-4de8-8fc0-30b4ed275d7a, <=50K
084edae0-36cb-4322-a472-cceb1c53e9d5, <=50K
c71c9a6a-6cd8-44f2-8f84-05a585c69b40, <=50K
aaedfbd3-03e1-410e-89dd-e632f020cf28, <=50K
ba64bc07-070f-49db-a700-1150931a0f27, <=50K
bfa82822-b46a-4db0-9ecb-92c44b21b409, <=50K
fdedd959-5276-437e-b0a4-091ae20f598e, <=50K
08903163-46b3-45e5-a8a1-952de05f4a2d, <=50K
7ec85879-658a-4a66-93fc-b4abfc97eef9, >50K
0079c645-0ca6-4b9f-8d64-0723392b47c2, <=50K
18ece1b9-f052-48c4-88d3-5f86dd01d8e9, <=50K
b7c3e692-797e-4416-97eb-6d4304c18ee7, >50K
67cbfcb2-3e54-4aae-a40c-53be02a042a0, <=50K
68aebff1-2058-4441-837f-60aebfe389ca, <=50K
ceef1b18-f6b4-445e-9a20-d4e30e65ec24, >50K
db5124e7-6ba9-4277-9982-e09f0260f4bc, <=50K
0527054b-84e1-47ce-99b6-2f94a960aaad, <=50K
fba2cf8f-26ea-4163-a89d-68789d846e1a, <=50K
219dda5c-d32f-4651-af17-89e7c7cf7809, >50K
76696257-5fd0-489e-864b-398f411e4287, <=50K
ba7d3596-23e4-452a-9ed0-0a0b0ac1d5da, >50K
71d00a4b-c4bd-442f-a490-e6e8000f479d, <=50K
7c704246-1085-4621-9ea1-102d8931e6c7, <=50K
ec45035a-76a2-45a8-82a3-a002ec49c882, <=50K
a8bea80e-cdb3-49c7-88d2-78d3d913cf04, <=50K
f1b9cad9-c20f-41be-bfeb-15de3ae22e36, <=50K
e642ba22-1553-48cc-9144-7a070b35b1b6, <=50K
235f1afc-1844-4680-bf32-d2fa70afd3f4, <=50K
c25afe3f-9f2a-4294-8753-082aec441a47, <=50K
2da733a6-dd4a-4a58-aed5-50690040024b, <=50K
11a595ad-c609-4c43-bde6-b5ad1249c3a2, >50K
053867bb-1ecb-44b7-8eb1-151cfe227c2a, <=50K
ec6fedcc-5ca5-4801-810f-8aef548e112e, <=50K
4f4c31b7-e1a8-4c6a-8584-138eb942ba6e, <=50K
53e9da58-b05e-4e15-a956-fa93a76d3daa, <=50K
5abfd6ce-12b8-4627-9f01-0dacfd3909ee, >50K
2d4d7e9b-566a-4522-8198-ff76320a5c01, <=50K
ede88e52-895c-4d48-9043-4ad8f95ea0fd, <=50K
133669ec-6eb2-42fa-905e-7de8634f3707, <=50K
12366663-6016-43e8-90f6-322694caa389, <=50K
20b784de-1f52-4700-94b1-d33485a52c2c, <=50K
2ed500b7-80b7-4afd-9658-6349ac4ffe7c, <=50K
79487826-c904-4d0a-a05a-7b808aabe7f3, <=50K
3585eaac-578c-43b9-bc93-aec407f80f7c, <=50K
3997e4ac-65a1-462d-93ad-3730b8075070, <=50K
92448612-2abc-46a2-bad5-e5fbc3dc75c8, <=50K
88766928-d038-46ab-b545-2c8f01dc3ee7, <=50K
10c9aabb-a8f8-48c1-a930-40fde1b0deef, <=50K
f118dbb2-e348-4e35-be37-7c803bec4a56, >50K
9f96a501-82bb-4e96-b2b8-54d2764b3a68, <=50K
0c294d8d-8088-4c16-9118-44df86a5beb1, >50K
a02797f4-d63e-4361-b8e0-bfb6432cb685, <=50K
5ef55c35-1b2c-47c6-866a-7787951aceb5, <=50K
d446ee17-4595-41bf-a6d4-f422c56c31e9, >50K
982100cf-76ca-435b-8618-4cfa72fd2ddd, >50K
1bb4053e-f09a-4954-a45d-bcb0a08c421d, <=50K
f905dfe4-2b63-4d32-b0e6-378d49c48653, <=50K
c76f327c-bf2a-4b8b-9b6a-a9c5a41d682d, <=50K
fbf2aa48-e53d-46d6-96cd-afdc0c557410, <=50K
5db86750-e177-452c-80e2-69244e97849e, <=50K
74fc8afd-aa78-48da-8aa4-74a6faf5599d, <=50K
ea1e633e-1250-452c-ad6b-8e4122773e9b, <=50K
35b279d5-cf32-49ee-bf9b-5cf4797aecea, <=50K
28cf5905-b525-4a9c-be7d-b68320805dcf, <=50K
36787b2a-043a-435a-a007-4160c572d1c4, <=50K
ce187cb2-60e2-46c1-a203-ad719e05ac2b, <=50K
369daa8c-d7b3-4838-b1a1-21a9edf7d892, <=50K
d8f3ffd0-1c37-42ba-800d-5d8751190025, <=50K
43b9ca08-e684-4c01-89a2-e3b0f931eaab, <=50K
f521cd3f-c3a0-4f5e-9981-bc7b0e15f970, <=50K
7bb2ec66-7a92-4e81-bd53-c433d0cc5b0e, <=50K
753569fc-b286-4608-b9da-c7fe84b1d527, >50K
7b2806de-1bcd-44b1-8778-63dcb0130551, <=50K
b4424dee-15c7-4eac-9c1d-c4b5042ea319, <=50K
2db55937-d566-4a64-940c-093f7f407912, <=50K
df852e22-b84d-445b-91aa-aaaae23b2bfc, <=50K
029a4d73-f673-4620-ba6d-b18e00a22624, <=50K
fa7dba2b-2107-4dec-bfc7-0c300b4bfc86, <=50K
e3444479-92d8-4f7f-b959-6442fb6be054, <=50K
dedec0f0-c1f3-41a6-a584-302df231a15b, >50K
b8c934a7-11f2-46dd-a50f-34f30cd46ae0, <=50K
68792a8c-503b-497d-9e80-236bbd7897ae, <=50K
c7101648-54ac-481c-89a1-71794105c42c, <=50K
665cc22c-85b0-4353-9542-4121132059b6, <=50K
ecbd3108-ac55-4aee-a7d5-384417b8aa2f, <=50K
a638647a-2388-4339-999a-3e11a508c8d8, <=50K
8a18212c-2e89-4d59-812b-11f0e717c80f, <=50K
25abd948-4f28-4053-acb2-5138526be3f7, <=50K
185f2412-2605-4e44-a7f6-1a71b688fa88, <=50K
7f624352-3c5e-483a-898a-8066996fac63, <=50K
b2e044cf-34d4-460a-901f-1d2a8dc1648a, <=50K
e035b74c-17f5-4ede-9475-0027a3c06d34, <=50K
35fbef9d-8839-46e7-a825-1c7af704bd1d, <=50K
d13a8930-7f1d-48ad-a570-c7fe293688a0, <=50K
e3f41452-b178-4466-bf8a-09c7cba4a80f, <=50K
5729167d-6419-4049-80b1-15bb42684563, <=50K
156036e0-5919-4444-b326-e5c98793c98f, >50K
40beaa31-bc19-4d02-bf4d-308679df9d7f, >50K
7a91f612-6024-440c-b081-6e34949310fb, <=50K
7280030c-1b44-4e99-a209-12c101720c8d, <=50K
078c3f4d-04ce-43ac-b1a6-7cd556099cbf, <=50K
ec8d40cd-73d7-457a-8a05-069ad3ee186e, <=50K
1857923a-9b39-450a-b1c0-3b5a8b94a6c5, <=50K
4a92b04d-594b-496b-b3a6-fcdbf35ba41a, >50K
04a10f54-d213-4d97-9943-e0c580fdf613, >50K
f8d7f1cf-1187-4c24-968d-6f61b0d21c93, >50K
67cb7ddb-36eb-439d-91f2-b7cf940ca20c, >50K
40c74d34-d08c-4fd5-b65e-6efe3992e768, >50K
bf71cd6f-a8b2-4b91-9f16-91313b69b558, <=50K
9de46f40-2d42-42ef-a2a4-6240348b6597, >50K
6a0dc530-dfcb-4b4e-892f-24b3e439e114, <=50K
d13e039d-8801-4f31-9d29-3232caf6f838, >50K
b917152d-6b0c-408e-93e3-5703717db8ae, <=50K
91e56c36-bbfa-4ac2-91ad-fee1e6edd45c, <=50K
5a9a93c8-2098-4747-b1ef-ce8dc4b49e04, <=50K
7791d2b2-d903-4132-b28b-4bd2a7d74e9b, <=50K
932fcfd1-9862-4d47-984f-6a6b140fcfe4, <=50K
997115f6-1311-4459-81ee-141370c68e93, <=50K
5dbca45b-c2e1-4c11-9ff7-b520b42a5322, >50K
66f60eb8-3eec-45bf-90b2-20d5bcacc348, <=50K
dd107c4e-a754-4bb4-a286-1d8304d99da6, <=50K
